player, score
Alex,100,
Alex,100,
Alex,100,
Alex,100,
Alex,100,
Alex,100,
Alex,100,
Alex,100,
Alex,100,
Alex,100,
Alex,100,
Alex,100,
Alex,100,
Alex,100,
Alex,100,
Alex,100,
Alex,100,
Alex,100,
Alex,100,
Alex,100,
Alex,100,
Alex,100,
Alex,100,
Alex,2550,
Alex, 330,
Alex, 330,
Player, 100,
Player, 100,
Player, 0,
